BSP,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
400217,0.36,0.37,4.43,8.54,15.11,24.25,31.91,35.62,36.51,37.4,38.32,39.19,40.15,41.08,42.09,43.14,44.2,45.3,46.4,47.49,48.61,49.67,50.71,51.72,52.65,53.56,54.42,55.08
400400,63.08,61.31,60.79,60.32,59.89,60.88,62.58,63.06,63.57,64.09,64.63,65.14,65.71,66.28,66.9,67.54,68.2,68.88,69.56,70.24,70.93,71.6,72.25,72.88,73.48,74.07,74.62,75.05
400421,18.95,13.0,11.27,9.67,8.17,11.4,17.01,18.51,20.09,21.64,23.29,24.82,26.53,28.21,30.05,31.97,33.93,35.96,37.99,40.02,42.07,44.05,45.99,47.9,49.71,51.48,53.19,54.49
401010,0.18,0.19,1.7,6.8,11.95,17.15,22.78,26.74,27.3,27.86,28.45,29.02,29.66,30.28,30.96,31.66,32.38,33.12,33.87,34.62,35.38,36.11,36.81,37.5,38.14,38.77,39.36,39.82
401044,0.21,0.22,1.91,7.67,13.48,19.34,25.7,30.15,30.77,31.39,32.04,32.66,33.35,34.03,34.77,35.53,36.31,37.12,37.93,38.74,39.56,40.35,41.12,41.87,42.57,43.25,43.89,44.39
401053,0.13,0.51,0.92,1.36,1.85,2.36,2.89,3.45,4.05,4.63,5.25,5.83,6.48,7.13,7.83,8.57,9.32,10.1,10.88,11.66,12.45,13.22,13.96,14.7,15.4,16.09,16.75,17.25
401212,0.27,0.28,1.33,2.43,6.4,13.38,18.58,22.81,23.69,24.56,25.48,26.33,27.28,28.2,29.21,30.25,31.32,32.42,33.53,34.63,35.74,36.81,37.86,38.89,39.86,40.81,41.72,42.41
609001_609004,0.08,0.12,0.16,0.26,0.4,0.56,1.39,2.24,3.14,4.03,4.97,5.85,6.84,7.82,8.91,10.05,11.23,12.44,13.66,14.89,16.11,17.31,18.48,19.65,20.78,21.89,22.98,23.8
609036,0.18,0.2,0.24,0.34,0.48,0.66,1.19,1.75,2.35,2.94,3.57,4.16,4.81,5.45,6.15,6.88,7.63,8.4,9.17,9.94,10.72,11.47,12.21,12.93,13.6,14.26,14.89,15.37
609051,0.34,0.37,0.44,0.58,0.8,1.1,1.76,2.48,3.26,4.05,4.88,5.68,6.57,7.44,8.37,9.34,10.32,11.35,12.37,13.39,14.44,15.43,16.39,17.33,18.17,19.0,19.76,20.36
609311_609302,0.33,0.35,0.41,0.53,0.73,1.0,1.52,2.08,2.69,3.3,3.93,4.53,5.19,5.83,6.52,7.22,7.93,8.67,9.4,10.14,10.89,11.6,12.29,12.96,13.55,14.13,14.66,15.07
609351,10.17,10.2,10.25,10.36,10.52,10.71,14.42,18.16,21.94,25.71,29.51,30.26,31.1,31.92,32.82,33.77,34.73,35.73,36.73,37.73,38.73,39.7,40.66,41.6,42.5,43.39,44.25,44.9
609595,0.01,0.01,0.02,0.04,0.06,0.09,0.24,0.41,0.58,0.75,0.93,1.09,1.28,1.47,1.68,1.91,2.13,2.37,2.61,2.85,3.08,3.32,3.55,3.78,4.0,4.22,4.43,4.6
609609,0.38,0.42,1.49,2.65,3.9,5.23,6.99,7.81,8.68,9.56,10.48,11.37,12.34,13.29,14.32,15.38,16.46,17.57,18.69,19.81,20.95,22.03,23.08,24.11,25.04,25.94,26.79,27.45
609621,0.01,0.01,0.01,0.02,0.03,0.05,0.12,0.19,0.27,0.35,0.43,0.51,0.6,0.69,0.79,0.89,0.99,1.1,1.21,1.32,1.43,1.54,1.64,1.75,1.85,1.95,2.04,2.12
609621_11/33KV,0.01,0.01,0.01,0.02,0.03,0.05,0.12,0.19,0.27,0.35,0.43,0.51,0.6,0.69,0.79,0.89,0.99,1.1,1.21,1.32,1.43,1.54,1.64,1.75,1.85,1.95,2.04,2.12
609621_132/11KV,0.01,0.01,0.02,0.04,0.07,0.1,0.3,0.49,0.7,0.9,1.12,1.31,1.53,1.75,1.99,2.25,2.52,2.79,3.06,3.34,3.61,3.88,4.14,4.41,4.67,4.92,5.18,5.37
609657_609659,1.34,1.39,4.87,8.46,12.13,15.88,20.36,21.51,22.72,23.91,25.16,26.34,27.64,28.92,30.32,31.78,33.26,34.8,36.34,37.87,39.43,40.92,42.39,43.83,45.18,46.52,47.79,48.76
609904,0.27,0.28,0.32,5.4,16.95,40.19,76.61,99.95,118.35,119.24,120.17,121.07,122.06,123.04,124.1,125.21,126.35,127.52,128.7,129.88,131.08,132.23,133.35,134.44,135.46,136.46,137.41,138.14
609918,0.0,0.0,0.01,0.01,0.92,3.49,7.92,10.5,13.07,13.16,13.25,13.33,13.42,13.51,13.62,13.72,13.84,13.95,14.07,14.18,14.3,14.41,14.52,14.63,14.74,14.85,14.95,15.03
